OTU;Cytokine;Rho;PValue;Taxon;qvalue
ASV39;enrol_CXCL8.IL8.;0.0466763427829005;0.76944383595093;Prevotella_sp000758925;0.997416171187662
ASV40;enrol_CXCL8.IL8.;-0.176793519056823;0.47725103503986;Ureaplasma_parvum;0.997416171187662
ASV41;enrol_CXCL8.IL8.;-0.0920518119237292;0.518716225614392;Dialister_sp001553355;0.997416171187662
ASV43;enrol_CXCL8.IL8.;0.0991233031674208;0.930209974575055;Megasphaera_A_38692_hutchinsoni;0.997416171187662
ASV44;enrol_CXCL8.IL8.;-0.186317583705274;0.492683923625372;Corynebacterium_tuberculostearicum;0.997416171187662
ASV45;enrol_CXCL8.IL8.;0.0533260432469868;0.936329990088255;Finegoldia_magna_H;0.997416171187662
ASV47;enrol_CXCL8.IL8.;0.301952503634491;0.0161182820964076;Fannyhessea_massiliense;0.795923364679357
ASV49;enrol_CXCL8.IL8.;0.218791195363544;0.150682994055171;Veillonella_A_montpellierensis;0.997416171187662
ASV50;enrol_CXCL8.IL8.;-0.198608260799549;0.416938494596348;Peptoniphilus_A_gorbachii;0.997416171187662
ASV51;enrol_CXCL8.IL8.;-0.039050657883582;0.922855526708463;Prevotella_timonensis;0.997416171187662
ASV53;enrol_CXCL8.IL8.;-0.115360980677896;0.78585658387692;Limosilactobacillus_reuteri;0.997416171187662
ASV54;enrol_CXCL8.IL8.;0.0989310584993525;0.333756417487229;Streptococcus_anginosus;0.997416171187662
ASV56;enrol_CXCL8.IL8.;0.122338909102843;0.77058887728414;Berryella_sp001552935;0.997416171187662
ASV59;enrol_CXCL8.IL8.;0.0298376072699917;0.744448415734658;Corynebacterium_amycolatum_A;0.997416171187662
ASV60;enrol_CXCL8.IL8.;-0.165716562421067;0.0693874599226829;Prevotella_disiens;0.966957251782989
ASV61;enrol_CXCL8.IL8.;-0.227795230307516;0.399243027254302;Corynebacterium_aurimucosum;0.997416171187662
ASV63;enrol_CXCL8.IL8.;-0.18093487277455;0.163048132795401;Anaerococcus_prevotii;0.997416171187662
ASV65;enrol_CXCL8.IL8.;-0.0883603372953962;0.984697359693087;Peptoniphilus_A_lacrimalis;0.997500970208064
ASV67;enrol_CXCL8.IL8.;-0.222443910314799;0.447905015633093;Staphylococcus_epidermidis_318824;0.997416171187662
ASV68;enrol_CXCL8.IL8.;0.055253908377589;0.375461465984003;Corynebacterium_striatum;0.997416171187662
ASV76;enrol_CXCL8.IL8.;-0.105420446504766;0.48062129448204;Arcanobacterium_A_386370_sp000758825;0.997416171187662
ASV77;enrol_CXCL8.IL8.;-0.0171341500938825;0.79550080859125;Dialister_propionicifaciens;0.997416171187662
ASV80;enrol_CXCL8.IL8.;-0.0673330493523056;0.819280312488352;Corynebacterium_sundsvallense;0.997416171187662
ASV82;enrol_CXCL8.IL8.;-0.117007536641602;0.353374806848625;Pseudomonas_E_647464_paracarnis;0.997416171187662
ASV83;enrol_CXCL8.IL8.;-0.179089630931686;0.199798056643754;Mageeibacillus_indolicus;0.997416171187662
ASV85;enrol_CXCL8.IL8.;0.00257132708052783;0.939306563659478;Corynebacterium_pyruviciproducens;0.997416171187662
ASV86;enrol_CXCL8.IL8.;0.181327121517149;0.251328933860276;Howardella_ureilytica;0.997416171187662
ASV1;enrol_CXCL10.IP10.;-0.104138106396978;0.789257560721503;Lactobacillus_iners;0.997416171187662
ASV2;enrol_CXCL10.IP10.;0.0265357544195434;0.895288164465152;Bifidobacterium_388775_Bifidobacterium leopoldii;0.997416171187662
ASV4;enrol_CXCL10.IP10.;0.00685177587246143;0.75577826399105;Bifidobacterium_388775_Bifidobacterium vaginale;0.997416171187662
ASV5;enrol_CXCL10.IP10.;-0.114754246173286;0.314712010684104;Lactobacillus_crispatus;0.997416171187662
ASV7;enrol_CXCL10.IP10.;0.042978163229307;0.608775145137334;Fannyhessea_vaginae;0.997416171187662
ASV8;enrol_CXCL10.IP10.;0.144697741041231;0.900475758453578;UBA629_sp005465875;0.997416171187662
ASV9;enrol_CXCL10.IP10.;0.0960540875661959;0.21440389575281;Lactobacillus_gasseri_329736;0.997416171187662
ASV11;enrol_CXCL10.IP10.;0.207913886807606;0.32370149496453;Megasphaera_A_38692_lornae;0.997416171187662
ASV13;enrol_CXCL10.IP10.;-0.0192916022206524;0.97987642887902;Sneathia_vaginalis;0.997416171187662
ASV14;enrol_CXCL10.IP10.;0.276869896152136;0.0813816707852501;Prevotella_amnii;0.966957251782989
ASV15;enrol_CXCL10.IP10.;0.303427068701498;0.0178916500859003;Nanoperiomorbus_sp004136275;0.795923364679357
ASV17;enrol_CXCL10.IP10.;0.0437618395408911;0.59796600626509;Aerococcus_christensenii;0.997416171187662
ASV18;enrol_CXCL10.IP10.;-0.234722061289636;0.462507541440927;Prevotella_bivia;0.997416171187662
ASV19;enrol_CXCL10.IP10.;0.0280733943137886;0.850122175281566;Metamycoplasma_hominis;0.997416171187662
ASV21;enrol_CXCL10.IP10.;-0.148833809655594;0.118927182667569;Sneathia_sanguinegens;0.997416171187662
ASV24;enrol_CXCL10.IP10.;-0.0969988971468319;0.431933311651876;Peptostreptococcus_anaerobius;0.997416171187662
ASV28;enrol_CXCL10.IP10.;0.169901599751973;0.276105421041989;KA00274_sp001552885;0.997416171187662
ASV29;enrol_CXCL10.IP10.;0.00616310542863916;0.800770295875698;Prevotella_buccalis;0.997416171187662
ASV30;enrol_CXCL10.IP10.;-0.202914637613536;0.0281123207474062;Prevotella_melaninogenica;0.883422885877757
ASV31;enrol_CXCL10.IP10.;-0.0341392553206187;0.866840919699175;Ureaplasma_urealyticum;0.997416171187662
ASV33;enrol_CXCL10.IP10.;0.109255057562537;0.446161429301372;Dialister_micraerophilus;0.997416171187662
ASV35;enrol_CXCL10.IP10.;-0.107374620028367;0.792920607916432;Gemella_asaccharolytica;0.997416171187662
ASV39;enrol_CXCL10.IP10.;0.082658230960068;0.65028452193434;Prevotella_sp000758925;0.997416171187662
ASV40;enrol_CXCL10.IP10.;-0.268656580029991;0.107305626968721;Ureaplasma_parvum;0.997416171187662
ASV41;enrol_CXCL10.IP10.;-0.188135313935743;0.0596745122914841;Dialister_sp001553355;0.946016533091468
ASV43;enrol_CXCL10.IP10.;0.0054990825544259;0.800878863554437;Megasphaera_A_38692_hutchinsoni;0.997416171187662
ASV44;enrol_CXCL10.IP10.;0.0370711269421914;0.758402789201612;Corynebacterium_tuberculostearicum;0.997416171187662
ASV45;enrol_CXCL10.IP10.;-0.206174326250011;0.143999807758739;Finegoldia_magna_H;0.997416171187662
ASV47;enrol_CXCL10.IP10.;0.0294048104539394;0.782110219905267;Fannyhessea_massiliense;0.997416171187662
ASV49;enrol_CXCL10.IP10.;0.437039247207392;0.000429059234838847;Veillonella_A_montpellierensis;0.102783523368062
ASV50;enrol_CXCL10.IP10.;-0.0928935398966321;0.474146105047927;Peptoniphilus_A_gorbachii;0.997416171187662
ASV51;enrol_CXCL10.IP10.;0.11338946098439;0.854881616931233;Prevotella_timonensis;0.997416171187662
ASV53;enrol_CXCL10.IP10.;0.226227244752909;0.0639738356772617;Limosilactobacillus_reuteri;0.966957251782989
ASV54;enrol_CXCL10.IP10.;-0.0610277787564352;0.676021739984658;Streptococcus_anginosus;0.997416171187662
ASV56;enrol_CXCL10.IP10.;0.161345446002398;0.218232942502108;Berryella_sp001552935;0.997416171187662
ASV59;enrol_CXCL10.IP10.;0.103470836231845;0.71114510220246;Corynebacterium_amycolatum_A;0.997416171187662
ASV60;enrol_CXCL10.IP10.;-0.0840950069737122;0.55433480016702;Prevotella_disiens;0.997416171187662
ASV61;enrol_CXCL10.IP10.;0.159807516426949;0.950150329957777;Corynebacterium_aurimucosum;0.997416171187662
ASV63;enrol_CXCL10.IP10.;-0.0511185533912289;0.863664291384138;Anaerococcus_prevotii;0.997416171187662
ASV65;enrol_CXCL10.IP10.;0.206828161530051;0.107138995683017;Peptoniphilus_A_lacrimalis;0.997416171187662
ASV67;enrol_CXCL10.IP10.;-0.0581180841920673;0.96359747103846;Staphylococcus_epidermidis_318824;0.997416171187662
ASV68;enrol_CXCL10.IP10.;-0.0454220870090706;0.907275215642725;Corynebacterium_striatum;0.997416171187662
ASV76;enrol_CXCL10.IP10.;-0.0887013346028902;0.974317768771825;Arcanobacterium_A_386370_sp000758825;0.997416171187662
ASV77;enrol_CXCL10.IP10.;-0.0668935257699091;0.686477429251061;Dialister_propionicifaciens;0.997416171187662
ASV80;enrol_CXCL10.IP10.;-0.0223720727059602;0.747691090983249;Corynebacterium_sundsvallense;0.997416171187662
ASV82;enrol_CXCL10.IP10.;0.0065975977033984;0.689096451421459;Pseudomonas_E_647464_paracarnis;0.997416171187662
ASV83;enrol_CXCL10.IP10.;-0.230670714353455;0.66512310749313;Mageeibacillus_indolicus;0.997416171187662
ASV85;enrol_CXCL10.IP10.;0.0846582088118224;0.543373408546288;Corynebacterium_pyruviciproducens;0.997416171187662
ASV86;enrol_CXCL10.IP10.;0.0689204170498726;0.922397700755271;Howardella_ureilytica;0.997416171187662
ASV1;enrol_CCL11.Eotaxin1.;-0.0568874897004654;0.862546668946966;Lactobacillus_iners;0.997416171187662
ASV2;enrol_CCL11.Eotaxin1.;0.0935597573113779;0.461859882308808;Bifidobacterium_388775_Bifidobacterium leopoldii;0.997416171187662
ASV4;enrol_CCL11.Eotaxin1.;-0.0809445720887218;0.750275754970488;Bifidobacterium_388775_Bifidobacterium vaginale;0.997416171187662
ASV5;enrol_CCL11.Eotaxin1.;-0.0746756944235652;0.333915786250191;Lactobacillus_crispatus;0.997416171187662
ASV7;enrol_CCL11.Eotaxin1.;0.0374076309586719;0.76274454082037;Fannyhessea_vaginae;0.997416171187662
ASV8;enrol_CCL11.Eotaxin1.;0.0928480959068626;0.935159793818203;UBA629_sp005465875;0.997416171187662
ASV9;enrol_CCL11.Eotaxin1.;-0.0562021021987668;0.642283768599456;Lactobacillus_gasseri_329736;0.997416171187662
ASV11;enrol_CCL11.Eotaxin1.;0.117474215920545;0.414865582012822;Megasphaera_A_38692_lornae;0.997416171187662
ASV13;enrol_CCL11.Eotaxin1.;0.0106034871841464;0.778693808229472;Sneathia_vaginalis;0.997416171187662
ASV14;enrol_CCL11.Eotaxin1.;0.186083866861774;0.091098637339119;Prevotella_amnii;0.972320109421488
ASV15;enrol_CCL11.Eotaxin1.;0.362825143378337;0.00858870744005747;Nanoperiomorbus_sp004136275;0.740690129630556
ASV17;enrol_CCL11.Eotaxin1.;-0.00655433402103851;0.450378569907855;Aerococcus_christensenii;0.997416171187662
ASV18;enrol_CCL11.Eotaxin1.;-0.0585006746677653;0.752697246017978;Prevotella_bivia;0.997416171187662
ASV19;enrol_CCL11.Eotaxin1.;-0.0271603099223543;0.93761391377991;Metamycoplasma_hominis;0.997416171187662
ASV21;enrol_CCL11.Eotaxin1.;-0.141364594226572;0.209339453204151;Sneathia_sanguinegens;0.997416171187662
ASV24;enrol_CCL11.Eotaxin1.;-0.0382091176118379;0.355098467192416;Peptostreptococcus_anaerobius;0.997416171187662
ASV28;enrol_CCL11.Eotaxin1.;0.228193999407919;0.138007880776436;KA00274_sp001552885;0.997416171187662
ASV29;enrol_CCL11.Eotaxin1.;0.0979275287310154;0.428624288696992;Prevotella_buccalis;0.997416171187662
ASV30;enrol_CCL11.Eotaxin1.;-0.141381443062593;0.0781110662233863;Prevotella_melaninogenica;0.966957251782989
ASV31;enrol_CCL11.Eotaxin1.;0.105823858999874;0.795389838195476;Ureaplasma_urealyticum;0.997416171187662
ASV33;enrol_CCL11.Eotaxin1.;-0.0262701958188963;0.812386497939721;Dialister_micraerophilus;0.997416171187662
ASV35;enrol_CCL11.Eotaxin1.;-0.0509805156421676;0.548995993384068;Gemella_asaccharolytica;0.997416171187662
ASV39;enrol_CCL11.Eotaxin1.;0.108038268350113;0.5626654853882;Prevotella_sp000758925;0.997416171187662
ASV40;enrol_CCL11.Eotaxin1.;-0.168112991406448;0.350024175809246;Ureaplasma_parvum;0.997416171187662
ASV41;enrol_CCL11.Eotaxin1.;-0.191059095913661;0.0761940632323796;Dialister_sp001553355;0.966957251782989
ASV43;enrol_CCL11.Eotaxin1.;-0.0853189357311572;0.524555902977786;Megasphaera_A_38692_hutchinsoni;0.997416171187662
ASV44;enrol_CCL11.Eotaxin1.;0.0180303600774944;0.66001386609386;Corynebacterium_tuberculostearicum;0.997416171187662
ASV45;enrol_CCL11.Eotaxin1.;-0.0167994580733414;0.697507693429018;Finegoldia_magna_H;0.997416171187662
ASV47;enrol_CCL11.Eotaxin1.;-0.174255558828243;0.382371609912035;Fannyhessea_massiliense;0.997416171187662
ASV49;enrol_CCL11.Eotaxin1.;0.383376144603084;0.00190202866286987;Veillonella_A_montpellierensis;0.372797617922494
ASV50;enrol_CCL11.Eotaxin1.;0.0192090283477254;0.698810905373095;Peptoniphilus_A_gorbachii;0.997416171187662
ASV51;enrol_CCL11.Eotaxin1.;0.106552248810756;0.756483698099562;Prevotella_timonensis;0.997416171187662
ASV53;enrol_CCL11.Eotaxin1.;0.148529165019732;0.151334644945616;Limosilactobacillus_reuteri;0.997416171187662
ASV54;enrol_CCL11.Eotaxin1.;-0.0209060533096932;0.735206806672722;Streptococcus_anginosus;0.997416171187662
ASV56;enrol_CCL11.Eotaxin1.;0.0401734653300577;0.968930430991505;Berryella_sp001552935;0.997416171187662
ASV59;enrol_CCL11.Eotaxin1.;-0.0922925119610561;0.227785777546662;Corynebacterium_amycolatum_A;0.997416171187662
ASV60;enrol_CCL11.Eotaxin1.;-0.0377256709569817;0.763963784370779;Prevotella_disiens;0.997416171187662
ASV61;enrol_CCL11.Eotaxin1.;0.253030457614839;0.230491058968452;Corynebacterium_aurimucosum;0.997416171187662
ASV63;enrol_CCL11.Eotaxin1.;-0.00306978081036301;0.715459359867517;Anaerococcus_prevotii;0.997416171187662
ASV65;enrol_CCL11.Eotaxin1.;0.143626726234772;0.123311557104182;Peptoniphilus_A_lacrimalis;0.997416171187662
ASV67;enrol_CCL11.Eotaxin1.;0.0625873771691844;0.39114236880076;Staphylococcus_epidermidis_318824;0.997416171187662
ASV68;enrol_CCL11.Eotaxin1.;0.0362150624758286;0.700926156387198;Corynebacterium_striatum;0.997416171187662
ASV76;enrol_CCL11.Eotaxin1.;-0.108506215514367;0.505433795703407;Arcanobacterium_A_386370_sp000758825;0.997416171187662
ASV77;enrol_CCL11.Eotaxin1.;-0.0812172141313812;0.481693747005152;Dialister_propionicifaciens;0.997416171187662
ASV80;enrol_CCL11.Eotaxin1.;-0.0914281905127476;0.372185979352377;Corynebacterium_sundsvallense;0.997416171187662
ASV82;enrol_CCL11.Eotaxin1.;-0.0403703098394076;0.453204321388168;Pseudomonas_E_647464_paracarnis;0.997416171187662
ASV83;enrol_CCL11.Eotaxin1.;-0.24988765857696;0.304411182700113;Mageeibacillus_indolicus;0.997416171187662
ASV85;enrol_CCL11.Eotaxin1.;-0.114194919110198;0.748678196529375;Corynebacterium_pyruviciproducens;0.997416171187662
ASV86;enrol_CCL11.Eotaxin1.;-0.0699253234919977;0.45661568350261;Howardella_ureilytica;0.997416171187662
ASV1;enrol_CCL17.TARC.;-0.0789707251453459;0.860651845250509;Lactobacillus_iners;0.997416171187662
ASV2;enrol_CCL17.TARC.;-0.038711458810218;0.732996861797945;Bifidobacterium_388775_Bifidobacterium leopoldii;0.997416171187662
ASV4;enrol_CCL17.TARC.;-0.108059935145205;0.581917546478358;Bifidobacterium_388775_Bifidobacterium vaginale;0.997416171187662
ASV5;enrol_CCL17.TARC.;0.0659507161915436;0.667985960004634;Lactobacillus_crispatus;0.997416171187662
ASV7;enrol_CCL17.TARC.;-0.0180960687281293;0.908535784389784;Fannyhessea_vaginae;0.997416171187662
ASV8;enrol_CCL17.TARC.;0.133461742210378;0.843668785117488;UBA629_sp005465875;0.997416171187662
ASV9;enrol_CCL17.TARC.;-0.039257483719993;0.403834299198996;Lactobacillus_gasseri_329736;0.997416171187662
ASV11;enrol_CCL17.TARC.;0.0987973156980996;0.786397225537036;Megasphaera_A_38692_lornae;0.997416171187662
ASV13;enrol_CCL17.TARC.;-0.151357944525586;0.68912116686409;Sneathia_vaginalis;0.997416171187662
ASV14;enrol_CCL17.TARC.;0.196336024653521;0.0714162440913772;Prevotella_amnii;0.966957251782989
ASV15;enrol_CCL17.TARC.;0.271655219156655;0.0268506055368292;Nanoperiomorbus_sp004136275;0.883422885877757
ASV17;enrol_CCL17.TARC.;-0.012802220745232;0.191452252264883;Aerococcus_christensenii;0.997416171187662
ASV18;enrol_CCL17.TARC.;-0.0448152582272092;0.865376455015479;Prevotella_bivia;0.997416171187662
ASV19;enrol_CCL17.TARC.;0.0942619880613834;0.684120004124684;Metamycoplasma_hominis;0.997416171187662
ASV21;enrol_CCL17.TARC.;-0.101957019212887;0.243430623675007;Sneathia_sanguinegens;0.997416171187662
ASV24;enrol_CCL17.TARC.;0.00649063252283633;0.588990032817042;Peptostreptococcus_anaerobius;0.997416171187662
ASV28;enrol_CCL17.TARC.;0.203178941562609;0.179091406290494;KA00274_sp001552885;0.997416171187662
ASV29;enrol_CCL17.TARC.;0.133061446204319;0.43806751226277;Prevotella_buccalis;0.997416171187662
ASV30;enrol_CCL17.TARC.;-0.0777170148717733;0.171896977954318;Prevotella_melaninogenica;0.997416171187662
ASV31;enrol_CCL17.TARC.;-0.122457843533641;0.189518601679496;Ureaplasma_urealyticum;0.997416171187662
ASV33;enrol_CCL17.TARC.;0.0986874856922135;0.428606970468356;Dialister_micraerophilus;0.997416171187662
ASV35;enrol_CCL17.TARC.;-0.0682092873131018;0.82582166111411;Gemella_asaccharolytica;0.997416171187662
ASV39;enrol_CCL17.TARC.;0.129409960882518;0.527076927522022;Prevotella_sp000758925;0.997416171187662
ASV40;enrol_CCL17.TARC.;-0.0843814893050791;0.459024573871512;Ureaplasma_parvum;0.997416171187662
ASV41;enrol_CCL17.TARC.;-0.243935732086314;0.0471423869528721;Dialister_sp001553355;0.924363795435198
ASV43;enrol_CCL17.TARC.;0.0561653868665636;0.900609300318862;Megasphaera_A_38692_hutchinsoni;0.997416171187662
ASV44;enrol_CCL17.TARC.;0.109997136504324;0.880766920661363;Corynebacterium_tuberculostearicum;0.997416171187662
ASV45;enrol_CCL17.TARC.;-0.0617100509778341;0.47821006657038;Finegoldia_magna_H;0.997416171187662
ASV47;enrol_CCL17.TARC.;-0.0537476709457887;0.731493721958904;Fannyhessea_massiliense;0.997416171187662
ASV49;enrol_CCL17.TARC.;0.509319605540014;4.20846997743174e-05;Veillonella_A_montpellierensis;0.0571192064501042
ASV50;enrol_CCL17.TARC.;0.0288038445576289;0.967688517424387;Peptoniphilus_A_gorbachii;0.997416171187662
ASV51;enrol_CCL17.TARC.;0.05865759153178;0.996936039781894;Prevotella_timonensis;0.998325174997568
ASV53;enrol_CCL17.TARC.;0.0460401903313007;0.17472954370179;Limosilactobacillus_reuteri;0.997416171187662
ASV54;enrol_CCL17.TARC.;0.0364574148955033;0.74949041607329;Streptococcus_anginosus;0.997416171187662
ASV56;enrol_CCL17.TARC.;0.0685926422764069;0.667002226659502;Berryella_sp001552935;0.997416171187662
ASV59;enrol_CCL17.TARC.;-0.0539909131836468;0.502821117402495;Corynebacterium_amycolatum_A;0.997416171187662
ASV60;enrol_CCL17.TARC.;-0.0402758390140953;0.832786670139547;Prevotella_disiens;0.997416171187662
ASV61;enrol_CCL17.TARC.;0.175490490088724;0.738592452198338;Corynebacterium_aurimucosum;0.997416171187662
ASV63;enrol_CCL17.TARC.;-0.0512178127182021;0.532671225541822;Anaerococcus_prevotii;0.997416171187662
ASV65;enrol_CCL17.TARC.;0.300120864177648;0.0253643864002378;Peptoniphilus_A_lacrimalis;0.883422885877757
ASV67;enrol_CCL17.TARC.;0.25330363311707;0.0546020026682703;Staphylococcus_epidermidis_318824;0.926944234273943
ASV68;enrol_CCL17.TARC.;-0.0175648504716216;0.86030882952767;Corynebacterium_striatum;0.997416171187662
ASV76;enrol_CCL17.TARC.;-0.133583501246164;0.551282178950225;Arcanobacterium_A_386370_sp000758825;0.997416171187662
ASV77;enrol_CCL17.TARC.;-0.0857293343419625;0.71600934789114;Dialister_propionicifaciens;0.997416171187662
ASV80;enrol_CCL17.TARC.;0.0215708690002371;0.590406624295853;Corynebacterium_sundsvallense;0.997416171187662
ASV82;enrol_CCL17.TARC.;0.0349786429964657;0.543234208936731;Pseudomonas_E_647464_paracarnis;0.997416171187662
ASV83;enrol_CCL17.TARC.;-0.245552695924646;0.304430712736633;Mageeibacillus_indolicus;0.997416171187662
ASV85;enrol_CCL17.TARC.;0.163620758315204;0.422816636210846;Corynebacterium_pyruviciproducens;0.997416171187662
ASV86;enrol_CCL17.TARC.;0.026868628561542;0.909969949874527;Howardella_ureilytica;0.997416171187662
ASV1;enrol_CCL2.MCP1.;-0.0898743197354789;0.895425351670502;Lactobacillus_iners;0.997416171187662
ASV2;enrol_CCL2.MCP1.;-0.0834281294359121;0.942194369890787;Bifidobacterium_388775_Bifidobacterium leopoldii;0.997416171187662
ASV4;enrol_CCL2.MCP1.;-0.0943563603014347;0.670715699280687;Bifidobacterium_388775_Bifidobacterium vaginale;0.997416171187662
ASV5;enrol_CCL2.MCP1.;0.00296486332952522;0.247437963257921;Lactobacillus_crispatus;0.997416171187662
ASV7;enrol_CCL2.MCP1.;-0.110387102294967;0.956833632643614;Fannyhessea_vaginae;0.997416171187662
ASV8;enrol_CCL2.MCP1.;0.131636042066053;0.887452830500154;UBA629_sp005465875;0.997416171187662
ASV9;enrol_CCL2.MCP1.;-0.0406100135039258;0.474516956490377;Lactobacillus_gasseri_329736;0.997416171187662
ASV11;enrol_CCL2.MCP1.;0.0751920428153358;0.858272674075743;Megasphaera_A_38692_lornae;0.997416171187662
ASV13;enrol_CCL2.MCP1.;0.0129482343210158;0.88470196277592;Sneathia_vaginalis;0.997416171187662
ASV14;enrol_CCL2.MCP1.;0.106366614566864;0.123843829836431;Prevotella_amnii;0.997416171187662
ASV15;enrol_CCL2.MCP1.;0.206563170630083;0.0357376727854819;Nanoperiomorbus_sp004136275;0.883422885877757
ASV17;enrol_CCL2.MCP1.;-0.00933125718050641;0.566583488535635;Aerococcus_christensenii;0.997416171187662
ASV18;enrol_CCL2.MCP1.;-0.0574016716725623;0.797146723022549;Prevotella_bivia;0.997416171187662
ASV19;enrol_CCL2.MCP1.;0.0425503711282153;0.702199646292773;Metamycoplasma_hominis;0.997416171187662
ASV21;enrol_CCL2.MCP1.;-0.0475072540933043;0.181234905692418;Sneathia_sanguinegens;0.997416171187662
ASV24;enrol_CCL2.MCP1.;-0.00141336360546299;0.575911297713941;Peptostreptococcus_anaerobius;0.997416171187662
ASV28;enrol_CCL2.MCP1.;0.183006974994137;0.245937678923105;KA00274_sp001552885;0.997416171187662
ASV29;enrol_CCL2.MCP1.;0.0144005559051227;0.804357242862316;Prevotella_buccalis;0.997416171187662
ASV30;enrol_CCL2.MCP1.;-0.0287922059698381;0.171007200273165;Prevotella_melaninogenica;0.997416171187662
ASV31;enrol_CCL2.MCP1.;-0.0865204322246955;0.614687197644077;Ureaplasma_urealyticum;0.997416171187662
ASV33;enrol_CCL2.MCP1.;0.0680139830437016;0.712639360044533;Dialister_micraerophilus;0.997416171187662
ASV35;enrol_CCL2.MCP1.;0.0161356886460265;0.651788449147918;Gemella_asaccharolytica;0.997416171187662
ASV39;enrol_CCL2.MCP1.;0.177891799771513;0.583922068877447;Prevotella_sp000758925;0.997416171187662
ASV40;enrol_CCL2.MCP1.;-0.210320355455104;0.250459708383282;Ureaplasma_parvum;0.997416171187662
ASV41;enrol_CCL2.MCP1.;-0.0546543704525352;0.253394290085356;Dialister_sp001553355;0.997416171187662
ASV43;enrol_CCL2.MCP1.;0.0178481069322245;0.898205488630388;Megasphaera_A_38692_hutchinsoni;0.997416171187662
ASV44;enrol_CCL2.MCP1.;0.00474871177986834;0.525680097946398;Corynebacterium_tuberculostearicum;0.997416171187662
ASV45;enrol_CCL2.MCP1.;-0.0424032639223013;0.497792082996733;Finegoldia_magna_H;0.997416171187662
ASV47;enrol_CCL2.MCP1.;-0.0316128185438788;0.711925798909527;Fannyhessea_massiliense;0.997416171187662
ASV49;enrol_CCL2.MCP1.;0.458006107930795;9.53285529604509e-05;Veillonella_A_montpellierensis;0.0571192064501042
ASV50;enrol_CCL2.MCP1.;0.122220124336945;0.831243098158771;Peptoniphilus_A_gorbachii;0.997416171187662
ASV51;enrol_CCL2.MCP1.;0.0579933797382707;0.55106791538637;Prevotella_timonensis;0.997416171187662
ASV53;enrol_CCL2.MCP1.;0.121483538690072;0.0969744111084271;Limosilactobacillus_reuteri;0.997416171187662
ASV54;enrol_CCL2.MCP1.;-0.13706558722619;0.462699788699428;Streptococcus_anginosus;0.997416171187662
ASV56;enrol_CCL2.MCP1.;0.0778554929686154;0.961352640861551;Berryella_sp001552935;0.997416171187662
ASV59;enrol_CCL2.MCP1.;-0.0280902630290515;0.331275927244014;Corynebacterium_amycolatum_A;0.997416171187662
ASV60;enrol_CCL2.MCP1.;-0.0133806102432443;0.754369245778372;Prevotella_disiens;0.997416171187662
